SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
LN-9300,Walk In Medical Clinics,17655455,Broadway and Burrard Medical Clinic and Family Practice,17655456,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered 7 days a week.,17655458,17655457,6047361888,,,Y,English,"Mon - Sun, 9 a.m. - 9 p.m.",1816 Broadway W,,,,Vancouver,BC,V6J 1Y9,49.263671,-123.146184,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655456&SiteResourceAgencyNum=17655457
LN-9300,Walk In Medical Clinics,17656044,Apple Plaza Walk-In Clinic,17656045,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Saturday, Sunday and statutory holiday hours also available.",17656047,17656046,2504935228,http://appleplazawalkinclinic.com,,Y,English,"Mon - Fri, 9 a.m. - 6 p.m.; Sat, Sun, statutory holidays, 10 a.m. - 4 p.m.; Please note that hours are subject to physician availability and patient volume.",1848 Main Street,,,,Penticton,BC,V2A 5H3,49.478033,-119.583924,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656045&SiteResourceAgencyNum=17656046
LN-9300,Walk In Medical Clinics,17659246,Vital Health,17659247,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17659249,17659248,6045584825,http://vitalhealthmedical.com/,admin@vitalhealthmedical.com,N,English,Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Pre-booked appointments: Mon - Fri 15:00 - 19:00,1855 4th Avenue W,,,,Vancouver,BC,V6J 1M5,49.268173,-123.146961,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659247&SiteResourceAgencyNum=17659248
LN-9300,Walk In Medical Clinics,17661662,Clayton Heights Medical Clinic,17661663,Walk-in Clinic,Provides non-emergency health care on a walk-in basis. Includes a family medical practice. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours also available.,17661665,17661664,6045750501,,,N,,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 09:00 - 13:00; Sun 09:00 - 13:00; Clinic hours may vary due to patient volume and physician's availability. Please call to confirm.,204-18730 Fraser Highway,,,,Surrey,BC,V3S 7Y4,49.124387,-122.703286,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661663&SiteResourceAgencyNum=17661664
LN-9300,Walk In Medical Clinics,17661603,Ocean Walk Medical Centre,17661604,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and Sunday hours also available.,17661606,17661605,6049251884,www.oceanmedical.com,oceanmedical@ymail.com,N,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 16:00; Sun 09:00 - 12:00; Hours are subject to change. Please call to confirm.,1884 Marine Drive,,,,West Vancouver,BC,V7J 1J6,49.328678,-123.163856,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661604&SiteResourceAgencyNum=17661605
LN-9300,Walk In Medical Clinics,17640697,Colwood Medical Treatment Centre,17640698,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.",17640700,17640699,2504788833,http://colwoodmedicaltreatmentcentre.com/,,N,English,"Mon - Thu, 9 a.m. - 8 p.m.; Fri - Sun, Statutory Holidays, 9 a.m. - 5:30 p.m.; Closed Christmas Day, New Year's Day and Canada Day (July 1st). Hours are subject to change. Please call to confirm.",1910 Sooke Road,,,,Victoria,BC,V9B 1V7,48.441188,-123.470525,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640698&SiteResourceAgencyNum=17640699
LN-9300,Walk In Medical Clinics,17660300,Central Saanich Medical Clinic,17660301,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday hours also available.,17660303,17660302,2506522041,,csmcreception@gmail.com,Y,,"Mon 08:30 - 17:30; Tue 08:30 - 17:30; Wed 08:30 - 17:30; Thu 08:30 - 17:30; Fri 08:30 - 17:30; Sat 09:00 - 15:00; Subject to physician availability (rarely, unforeseen circumstances may require us to adjust our availability hours).  Advisable to call ahead to inquire about current waiting time and/or to confirm if the roster has filled for the shift.",1932 Mount Newton Cross Road,,,,Saanichton,BC,V8M 2B1,48.594581,-123.419181,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660301&SiteResourceAgencyNum=17660302
LN-9300,Walk In Medical Clinics,17656504,Spall Medical Centre,17656505,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday and statutory holiday hours also available.,17656507,17656506,2508609909,,,N,,Mon 08:30 - 19:00; Tue 08:30 - 19:00; Wed 08:30 - 19:00; Thu 08:30 - 19:00; Fri 08:30 - 19:00; Sat 09:00 - 14:00; Statutory holidays 09:00 - 14:00; closed Sunday. Please note that walk-in hours are subject to physician availability and patient volume.,1940 Harvey Avenue,,,,Kelowna,BC,V1Y 8J8,49.882804,-119.453794,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656505&SiteResourceAgencyNum=17656506
LN-9300,Walk In Medical Clinics,17657751,Lonsdale & 19th Medical Clinic,17657752,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday. Saturday and Sunday hours also available.,17657754,17657753,6049873347,,,N,,Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 21:00; Sun 09:00 - 21:00; Hours are subject to doctor availability. Please call ahead for evening visits after 19:00.,1940 Lonsdale Avenue,,,,North Vancouver,BC,V7M 2K2,49.327193,-123.071945,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657752&SiteResourceAgencyNum=17657753
LN-9300,Walk In Medical Clinics,17656193,Surlang Medical Clinic,17656194,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and Sunday hours also available.,17656196,17656195,6045335051,,,Y,,Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; Sat 09:00 - 13:00; Sun 10:00 - 13:00; Please note that hours are subject to physician availability. Patients on weekends should arrive half an hour before walk-in closing hours. Please call ahead to confirm hours.,19475 Fraser Highway,,,,Surrey,BC,V3S 6K7,49.115268,-122.682887,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656194&SiteResourceAgencyNum=17656195
LN-9300,Walk In Medical Clinics,17658691,Willowbrook Medical Clinic,17658692,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis, or by appointment. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours are also available. Please call regarding statutory holiday hours.",17658694,17658693,6045301333,,,N,English,"Mon - Fri, 9 a.m. - 7 p.m.; Sat, Sun, 9 a.m. - 3 p.m.; Please call to confirm statutory holiday hours. Note that hours are subject to physician availability and patient volume.",19653 Willowbrook Drive,,,,Langley,BC,V2Y 1A5,49.115513,-122.678664,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658692&SiteResourceAgencyNum=17658693
LN-9300,Walk In Medical Clinics,17658142,Ridge Meadows Care Clinic Inc.,17658143,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday. Statutory holiday hours also available except on Christmas Day.,17658147,17658146,6044659188,,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 21:00; Sun 09:00 - 21:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,19800 Lougheed Highway,,,,Pitt Meadows,BC,V3Y 2W1,49.224039,-122.67235,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658143&SiteResourceAgencyNum=17658146
LN-9300,Walk In Medical Clinics,17658393,Valley Centre Medical Clinic Ltd.,17658394,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday, Sunday, and statutory holiday hours also available.",17658396,17658395,6045349284,,,Y,,"Mon - Thu, 9 a.m. - 8 p.m.; Fri - Sat, 9 a.m. - 2 p.m.; Sun and Statutory Holidays, 10 a.m. - 6 p.m. Hours subject to change depending on doctor availability. Please call ahead to confirm.",19851 Willowbrook Drive,,,,Langley,BC,V2Y 1A7,49.11821,-122.673359,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658394&SiteResourceAgencyNum=17658395
LN-9300,Walk In Medical Clinics,17655946,Orchard Medical Centre,17655947,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday, Sunday, and statutory holiday hours also available.",17655949,17655948,2508613235,,,N,,Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Sat 09:00 - 15:00; Sun 09:00 - 15:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,104-1990 Cooper Road,,,,Kelowna,BC,V1Y 8K5,49.877565,-119.443356,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655947&SiteResourceAgencyNum=17655948
LN-9300,Walk In Medical Clinics,17655669,Mount Ida Medical Centre,17655670,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday.,17655672,17655671,2508331990,,,N,,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 17:00; Closed weekends and statutory holidays. Please note that clinic hours may vary due to patient volume and physicians' availability.,200 Trans Canada Highway SW,,,,Salmon Arm,BC,V1E 1V4,50.699561,-119.287604,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655670&SiteResourceAgencyNum=17655671
LN-9300,Walk In Medical Clinics,17657988,Pacific Medical Clinic,17657989,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.,17657993,17657992,6048745555,,,N,,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Sat 09:00 - 12:00; Sun 09:00 - 12:00; Hours can vary depending on doctor on schedule. May close when it's unusually busy. Please call for more information.,2032 Kingsway,,,,Vancouver,BC,V5N 2T3,49.244943,-123.064712,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657989&SiteResourceAgencyNum=17657992
LN-9300,Walk In Medical Clinics,17658218,Newport Medical Clinic,17658219,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.,17658221,17658220,6044610016,,,N,,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 14:00; Closed statutory holidays; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,205 Newport Drive,,,,Port Moody,BC,V3H 5C9,49.282469,-122.827313,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658219&SiteResourceAgencyNum=17658220
LN-9300,Walk In Medical Clinics,17638178,Abbotsford Village Medical Clinic,17638179,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.",17638181,17638180,6045047145,,,Y,,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 17:00; Sun 09:00 - 17:00; Statutory holidays, 09:00 - 17:00. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",2050 Sumas Way,,,,Abbotsford,BC,V2S 2C7,49.038729,-122.269714,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17638179&SiteResourceAgencyNum=17638180
LN-9300,Walk In Medical Clinics,17637050,Kerrisdale Medical Clinic,17637051,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Thursday. Saturday, Sunday and statutory holidays may also be available.",17637053,17637052,6042619494,http://kerrisdalemedical.com,,Y,English,"Mon - Thu, 8 a.m. - 8 p.m.; Fri, 8 a.m. - 6 p.m.; Sat, Sun, Statutory Holidays, 9 a.m. - 3 p.m. Hours are subject to change. Please call to confirm.",2077 42nd Avenue W,,,,Vancouver,BC,V6M 2B4,49.233569,-123.154106,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17637051&SiteResourceAgencyNum=17637052
LN-9300,Walk In Medical Clinics,17657429,Peach City Medical and Urgent Care Clinic,17657430,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and statutory holiday hours also available.,17657432,17657431,2502765050,,,Y,,Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 13:00; Statutory holidays 09:00 - 13:00; closed Sundays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,2111 Main Street,,,,Penticton,BC,V2A 6W6,49.472813,-119.583878,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657430&SiteResourceAgencyNum=17657431
LN-9300,Walk In Medical Clinics,17658076,Grove Medical Centre Inc.,17658077,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday, Tuesday, Thursday and Friday.",17658079,17658078,6048821250,,,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 18:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,21183 88th Avenue,,,,Langley,BC,V1M 2G5,49.162361,-122.633882,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658077&SiteResourceAgencyNum=17658078
LN-9300,Walk In Medical Clinics,17658570,Jabbour Medical Health Centre,17658571,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday and Thursday.,17658573,17658572,6045580123,,infodrjabbour@gmail.com,Y,"English, Arabic, Spanish, Polish",Mon 09:00 - 20:30; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 20:30; Fri 09:00 - 18:00;,212 Robson Street,,,,Vancouver,BC,V6B 6A1,49.278333,-123.115169,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658571&SiteResourceAgencyNum=17658572
LN-9300,Walk In Medical Clinics,25034378,Highroads Medical Clinics,25139720,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Clinic hours vary; please see specific location for details.,25139726,25139716,2507687656,www.highroadsmedical.com/west-kelowna-medical-clinic,,N,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 10:00 - 14:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,2145 Louie Drive,,,,Kelowna,BC,V4T 3E6,49.840331,-119.612332,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=25139720&SiteResourceAgencyNum=25139716
LN-9300,Walk In Medical Clinics,17661889,Vivacare,17661890,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available. Please see specific location for details.",17661902,17661901,7782161822,www.vivacare.ca,,Y,,Mon 07:30 - 19:30; Tue 07:30 - 19:30; Wed 07:30 - 19:30; Thu 07:30 - 17:30; Fri 07:30 - 17:30; Sat 09:30 - 13:30; Sun 09:30 - 13:30; Please call ahead for statutory holiday hours. Please note that hours are subject to physician availability and patient volume.,2150 Hawkins Street,,,,Port Coquitlam,BC,V3B 0G6,49.253528,-122.739462,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661901
LN-9300,Walk In Medical Clinics,17640743,University Village Medical and Dental Clinic,17640744,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday clinic hours available.,17640746,17640745,6042222273,www.universityvillageclinic.com,universityvillageclinic@shaw.ca,N,,Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 11:00 - 16:00;,2155 Allison Road,,,,Vancouver,BC,V6T 1T5,49.266463,-123.242117,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640744&SiteResourceAgencyNum=17640745
